full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,neo,pha,diameter,diameter_sigma
737 Arequipa (A912 XC),2.591,0.2444,12.37,184.62,134.25,1.958,3.22,4.17,39345,0,3913,,,9.01,N,N,47.804,0.37
738 Alagasta (A913 AF),3.038,0.0553,3.53,131.97,48.93,2.870,3.21,5.3,41972,0,4590,,,10.06,N,N,62.79,1.20
739 Mandeville (A913 CH),2.737,0.1433,20.66,136.54,44.88,2.345,3.13,4.53,38089,0,4064,,,8.72,N,N,104.517,1.62
740 Cantabia (A913 CK),3.063,0.1056,10.80,115.79,50.00,2.740,3.39,5.36,40112,0,3928,,,9.15,N,N,90.90,1.70
741 Botolphia (A913 CJ),2.72,0.0692,8.41,100.69,61.61,2.532,2.91,4.49,41510,0,4917,,,10.10,N,N,29.64,1.30
742 Edisona (A913 DC),3.013,0.1151,11.20,64.14,283.83,2.667,3.36,5.23,40149,0,3819,,,9.52,N,N,47.087,0.36
743 Eugenisis (A913 DD),2.793,0.0601,4.84,228.93,185.60,2.625,2.96,4.67,40091,0,4145,,,10.33,N,N,51.072,0.29
744 Aguntina (A913 DE),3.171,0.1162,7.71,142.64,28.64,2.802,3.54,5.65,40050,0,3898,,,10.38,N,N,58.636,0.26
745 Mauritia (A913 EH),3.259,0.0428,13.29,125.49,36.83,3.119,3.40,5.88,40141,0,3787,,,10.49,N,N,24.711,0.29
746 Marlu (A913 EJ),3.113,0.2361,17.48,1.92,307.00,2.378,3.85,5.49,39217,0,4273,,,9.86,N,N,74.274,1.12
747 Winchester (A913 EK),3.001,0.3396,18.21,129.09,277.49,1.982,4.02,5.2,40133,0,3772,,,7.87,N,N,171.71,3.10
748 Simeisa (A913 EL),3.952,0.1893,2.26,265.42,177.74,3.204,4.70,7.86,37596,0,4174,,,9.02,N,N,103.714,1.13
749 Malzovia (A913 GD),2.243,0.1741,5.39,109.72,128.95,1.852,2.63,3.36,40082,0,4936,,,11.61,N,N,11.065,0.07
750 Oskar (A913 HF),2.444,0.1284,3.95,69.55,73.47,2.130,2.76,3.82,40045,0,4188,,,12.25,N,N,22.526,0.19
751 Faina (A913 HE),2.552,0.1511,15.60,78.82,302.63,2.166,2.94,4.08,40073,0,3673,,,8.75,N,N,113.699,2.45
752 Sulamitis (A913 HG),2.463,0.0742,5.96,85.09,22.82,2.281,2.65,3.87,38565,0,4159,,,10.36,N,N,60.171,0.25
753 Tiflis (A913 HH),2.329,0.2210,10.09,61.32,202.92,1.815,2.84,3.56,42082,0,3853,,,10.23,N,N,20.922,0.83
754 Malabar (A906 QH),2.988,0.0509,24.54,179.92,303.07,2.836,3.14,5.17,44301,0,4206,,,9.25,N,N,94.522,0.93
755 Quintilla (A908 GC),3.182,0.1365,3.24,176.67,44.50,2.748,3.62,5.68,41862,0,4633,,,9.76,N,N,41.210,0.66
756 Lilliana (A908 HD),3.198,0.1479,20.35,208.04,4.16,2.725,3.67,5.72,41885,0,4114,,,9.97,N,N,64.837,0.50
757 Portlandia (A908 TG),2.373,0.1080,8.17,22.43,43.98,2.117,2.63,3.66,41750,0,3981,,,10.11,N,N,32.894,0.24
758 Mancunia (A912 KB),3.195,0.1501,5.60,106.12,313.60,2.716,3.67,5.71,39494,0,4166,,,8.46,N,N,88.985,0.64
759 Vinifera (A913 QC),2.618,0.2053,19.90,318.33,1.17,2.081,3.16,4.24,39811,0,4010,,,10.58,N,N,52.926,0.20
760 Massinga (A913 QD),3.149,0.2338,12.54,331.55,200.34,2.412,3.88,5.59,39962,0,3925,,,7.95,N,N,71.29,1.90
761 Brendelia (A913 RE),2.864,0.0623,2.16,23.72,298.24,2.686,3.04,4.85,43170,0,4383,,,10.78,N,N,20.763,0.30
762 Pulcova (A913 RD),3.155,0.1070,13.10,305.54,188.70,2.817,3.49,5.6,39034,0,4408,,,8.27,N,N,147.343,0.82
764 Gedania (A913 SF),3.193,0.0927,10.00,258.76,158.73,2.897,3.49,5.71,43896,0,3934,,,9.75,N,N,58.28,1.40
766 Moguntia (A913 SH),3.018,0.0971,10.09,7.82,70.62,2.725,3.31,5.24,41634,0,3798,,,9.93,N,N,41.044,0.14
767 Bondia (A913 SD),3.119,0.1829,2.41,79.30,269.38,2.548,3.69,5.51,43852,0,4408,,,10.24,N,N,43.039,0.40
768 Struveana (A913 TC),3.137,0.2140,16.28,38.88,16.65,2.465,3.81,5.56,33567,0,3526,,,10.29,N,N,32.597,0.41
769 Tatjana (A913 TD),3.166,0.1868,7.37,38.37,253.21,2.575,3.76,5.63,39491,0,4077,,,9.07,N,N,96.720,0.68
770 Bali (A913 UG),2.221,0.1508,4.38,44.66,17.95,1.886,2.56,3.31,43559,0,4036,,,10.97,N,N,16.388,0.29
771 Libera (A913 WB),2.652,0.2472,14.89,217.86,228.61,1.997,3.31,4.32,39872,0,3719,,,10.30,N,N,29.322,0.17
772 Tanete (A913 YD),2.998,0.0947,28.84,63.72,145.81,2.714,3.28,5.19,43894,0,3749,,,8.39,N,N,126.473,1.30
773 Irmintraud (A913 YF),2.858,0.0783,16.67,322.29,333.16,2.634,3.08,4.83,39739,0,3995,,,9.13,N,N,91.672,0.90
774 Armor (A913 YE),3.049,0.1664,5.56,250.07,28.70,2.542,3.56,5.32,41679,0,4290,,,8.96,N,N,50.214,0.46
775 Lumiere (A914 AA),3.012,0.0664,9.26,297.52,170.82,2.812,3.21,5.23,38476,0,3755,,,10.30,N,N,31.958,0.07
776 Berbericia (A914 BE),2.932,0.1663,18.24,79.67,306.52,2.445,3.42,5.02,39733,0,3404,,,7.75,N,N,151.711,0.88
777 Gutemberga (A914 BF),3.216,0.1161,12.90,282.97,264.85,2.843,3.59,5.77,39814,0,3820,,,9.79,N,N,71.749,0.10
778 Theobalda (A914 BG),3.18,0.2562,13.71,321.23,135.05,2.365,3.99,5.67,39813,0,3595,,,9.78,N,N,55.317,0.80
779 Nina (A914 BH),2.665,0.2270,14.57,283.72,49.08,2.060,3.27,4.35,38897,0,3186,,,8.05,N,N,80.572,2.22
780 Armenia (A914 BJ),3.113,0.0967,19.08,144.79,211.87,2.812,3.41,5.49,41613,0,4193,,,9.05,N,N,126.263,0.76
781 Kartvelia (A914 BK),3.216,0.1194,19.14,138.01,154.67,2.832,3.60,5.77,35409,0,4258,,,9.54,N,N,72.927,0.54
782 Montefiore (A914 FA),2.18,0.0389,5.26,80.42,82.77,2.095,2.26,3.22,39215,0,5328,,,11.37,N,N,14.158,0.20
783 Nora (A914 FB),2.343,0.2299,9.34,142.08,154.87,1.804,2.88,3.59,40666,0,4239,,,11.17,N,N,38.719,0.10
784 Pickeringia (A914 FC),3.099,0.2412,12.28,14.90,237.96,2.352,3.85,5.46,39751,0,4236,,,9.34,N,N,75.596,0.31
785 Zwetana (A914 FD),2.57,0.2095,12.77,71.84,131.58,2.032,3.11,4.12,43137,0,4360,,,9.50,N,N,49.460,0.97
786 Bredichina (A914 HD),3.175,0.1591,14.52,89.75,133.77,2.670,3.68,5.66,39678,0,3290,,,8.98,N,N,108.309,0.87
787 Moskva (A914 HC),2.54,0.1295,14.85,183.82,125.82,2.211,2.87,4.05,39184,0,3946,,,9.72,N,N,27.927,0.51
788 Hohensteina (A914 HE),3.121,0.1358,14.36,177.68,47.69,2.697,3.54,5.51,39718,0,4267,,,8.73,N,N,111.295,0.78
789 Lena (A914 MA),2.686,0.1473,10.78,232.57,43.58,2.291,3.08,4.4,32107,0,4028,,,11.31,N,N,22.483,0.31
790 Pretoria (A912 BE),3.408,0.1544,20.54,251.80,38.11,2.882,3.93,6.29,38758,0,3906,,,8.10,N,N,170.37,2.60
791 Ani (A914 MB),3.125,0.1925,16.38,129.81,201.79,2.523,3.73,5.52,39132,0,4220,,,9.23,N,N,116.865,1.02
792 Metcalfia (A907 FC),2.621,0.1316,8.63,265.06,227.19,2.276,2.97,4.24,39356,0,3689,,,10.23,N,N,61.804,0.38
793 Arizona (A907 GZ),2.796,0.1238,15.78,35.95,308.37,2.450,3.14,4.68,42295,0,3745,,,10.07,N,N,26.636,0.33
794 Irenaea (A914 QB),3.131,0.2955,5.42,160.40,131.36,2.206,4.06,5.54,31565,0,4146,,,11.40,N,N,35.703,6.14
795 Fini (A914 SF),2.749,0.1017,19.05,17.36,189.90,2.469,3.03,4.56,9101,0,3498,,,9.93,N,N,85.263,0.45
796 Sarita (A914 UF),2.636,0.3199,19.05,33.14,329.56,1.792,3.48,4.28,39537,0,3395,,,9.19,N,N,43.580,0.30
797 Montana (A914 WG),2.535,0.0600,4.51,238.30,355.16,2.383,2.69,4.04,45299,0,4225,,,10.50,N,N,21.197,0.21
798 Ruth (A914 WH),3.013,0.0350,9.24,214.24,44.80,2.908,3.12,5.23,52044,0,4078,,,9.66,N,N,43.19,2.90
799 Gudula (A915 EA),2.543,0.0223,5.28,164.84,233.46,2.486,2.60,4.05,42297,0,4598,,,10.31,N,N,47.185,0.06
800 Kressmannia (A915 FG),2.193,0.2013,4.26,325.14,347.64,1.751,2.63,3.25,42911,0,4170,,,11.42,N,N,15.429,0.33
801 Helwerthia (A915 FH),2.606,0.0763,14.14,185.91,336.76,2.407,2.80,4.21,39392,0,3961,,,11.59,N,N,32.404,0.68
803 Picka (A915 FL),3.196,0.0636,8.66,250.81,57.02,2.993,3.40,5.71,39392,0,4092,,,9.47,N,N,46.50,2.20
804 Hispania (A915 FK),2.839,0.1419,15.39,347.58,344.37,2.436,3.24,4.78,42124,0,3323,,,7.99,N,N,137.952,1.96
805 Hormuthia (A915 HD),3.194,0.1861,15.73,166.34,131.84,2.600,3.79,5.71,39364,0,4320,,,9.88,N,N,73.095,0.55
806 Gyldenia (A915 HE),3.204,0.0810,14.22,43.61,121.65,2.944,3.46,5.74,39361,0,3478,,,10.18,N,N,83.103,0.74
807 Ceraskia (A915 HF),3.024,0.0613,11.29,132.08,336.56,2.839,3.21,5.26,41611,0,3944,,,10.62,N,N,21.241,0.27
808 Merxia (A901 TG),2.744,0.1296,4.72,180.99,274.50,2.388,3.10,4.55,44163,0,4107,,,9.83,N,N,30.923,0.24
811 Nauheima (A915 RT),2.897,0.0709,3.14,130.80,179.22,2.692,3.10,4.93,39056,0,4199,,,10.78,N,N,16.105,1.05
812 Adele (A915 RU),2.66,0.1652,13.30,7.24,353.36,2.220,3.10,4.34,39084,0,3871,,,11.78,N,N,12.356,0.11
813 Baumeia (A915 WJ),2.223,0.0253,6.30,51.88,315.26,2.167,2.28,3.32,42300,0,3898,,,11.60,N,N,11.719,0.66
814 Tauris (A916 AE),3.158,0.3054,21.79,88.73,296.32,2.194,4.12,5.61,39078,0,3731,,,8.80,N,N,102.229,2.14
815 Coppelia (A916 CC),2.661,0.0744,13.87,56.98,57.75,2.463,2.86,4.34,39058,0,4178,,,10.85,N,N,16.869,2.05
816 Juliana (A916 CE),3.005,0.1070,14.32,127.83,20.84,2.683,3.33,5.21,39036,0,4009,,,10.43,N,N,50.745,0.25
817 Annika (A916 CD),2.589,0.1810,11.34,125.46,285.02,2.120,3.06,4.17,39006,0,3588,,,10.74,N,N,22.891,0.10
818 Kapteynia (A916 DF),3.17,0.0905,15.63,70.67,291.66,2.883,3.46,5.64,39055,0,3741,,,9.31,N,N,64.255,1.72
820 Adriana (A916 FJ),3.128,0.0505,5.93,118.44,195.16,2.970,3.29,5.53,38931,0,4158,,,10.46,N,N,58.65,2.50
821 Fanny (A916 GH),2.773,0.2114,5.40,209.72,32.84,2.187,3.36,4.62,38812,0,4330,,,11.85,N,N,28.856,0.17
823 Sisigambis (A916 GK),2.221,0.0908,3.65,254.99,219.00,2.019,2.42,3.31,38905,0,3935,,,11.21,N,N,14.719,0.11
824 Anastasia (A916 FF),2.793,0.1368,8.13,141.35,141.40,2.411,3.18,4.67,39904,0,4258,,,10.24,N,N,32.457,0.26
825 Tanina (A916 FH),2.226,0.0751,3.40,101.40,111.04,2.058,2.39,3.32,43026,0,4024,,,11.54,N,N,13.423,0.15
826 Henrika (A916 HD),2.713,0.2051,7.10,230.19,36.64,2.157,3.27,4.47,39014,0,3762,,,11.68,N,N,22.556,0.26
828 Lindemannia (A916 QH),3.191,0.0274,1.12,1.81,296.58,3.104,3.28,5.7,42826,0,4702,,,10.40,N,N,47.891,0.61
829 Academia (A916 QF),2.58,0.0989,8.28,352.34,42.40,2.325,2.84,4.14,39769,0,3617,,,11.05,N,N,42.685,0.09
830 Petropolitana (A917 YD),3.212,0.0659,3.80,340.28,91.21,3.000,3.42,5.76,38860,0,4171,,,9.23,N,N,41.328,0.13
832 Karin (A916 SE),2.864,0.0822,1.01,253.85,122.02,2.629,3.10,4.85,43840,0,4257,,,11.29,N,N,15.812,0.11
833 Monica (A916 SF),3.012,0.1169,9.79,352.83,37.06,2.660,3.36,5.23,38844,0,3410,,,11.19,N,N,21.990,0.30
834 Burnhamia (A916 SG),3.182,0.2006,3.98,182.66,91.55,2.544,3.82,5.68,42729,0,4690,,,9.49,N,N,61.278,0.30
835 Olivia (A916 SH),3.222,0.0880,3.70,308.47,67.61,2.938,3.50,5.78,38840,0,4275,,,11.56,N,N,30.418,0.08
838 Seraphina (A916 SL),2.9,0.1311,10.42,240.02,117.52,2.520,3.28,4.94,38840,0,4501,,,10.18,N,N,58.095,0.50
839 Valborg (A916 SM),2.614,0.1529,12.60,338.16,339.44,2.214,3.01,4.23,37383,0,3585,,,10.63,N,N,20.39,0.80
840 Zenobia (A916 SN),3.128,0.1029,9.98,272.55,8.82,2.806,3.45,5.53,38838,0,3870,,,10.11,N,N,27.306,0.26
842 Kerstin (A916 TB),3.24,0.1163,14.50,5.39,353.04,2.863,3.62,5.83,38832,0,3614,,,10.65,N,N,43.576,0.19
844 Leontina (A916 TC),3.203,0.0696,8.78,348.67,353.97,2.980,3.43,5.73,44146,0,4861,,,9.73,N,N,42.154,0.32
845 Naema (A916 WM),2.937,0.0694,12.62,42.99,292.60,2.734,3.14,5.03,38783,0,3550,,,10.18,N,N,52.677,0.29
846 Lipperta (A916 WN),3.132,0.1755,0.26,260.65,130.24,2.583,3.68,5.54,38787,0,4744,,,10.42,N,N,52.41,1.40
847 Agnia (A915 RP),2.784,0.0954,2.48,270.72,128.74,2.518,3.05,4.64,42475,0,4017,,,10.17,N,N,24.931,0.31
848 Inna (A915 RQ),3.112,0.1625,1.05,207.74,125.78,2.606,3.62,5.49,42763,0,4522,,,11.36,N,N,33.027,0.13
849 Ara (A915 UB),3.144,0.2010,19.54,228.27,62.86,2.512,3.78,5.57,37827,0,4085,,,8.20,N,N,80.756,1.13
850 Altona (A916 FG),2.999,0.1287,15.52,120.97,134.66,2.613,3.38,5.19,38533,0,4248,,,9.70,N,N,80.90,1.80
851 Zeissia (A916 GL),2.228,0.0908,2.39,141.17,7.56,2.026,2.43,3.33,37769,0,4569,,,11.50,N,N,12.642,0.13
852 Wladilena (A916 GM),2.362,0.2747,23.02,27.27,282.32,1.713,3.01,3.63,36467,0,3681,,,10.07,N,N,26.541,0.15
853 Nansenia (A916 GN),2.314,0.1051,9.22,182.83,60.17,2.070,2.56,3.52,37422,0,4107,,,11.54,N,N,27.593,0.12
855 Newcombia (A916 GP),2.363,0.1792,10.88,17.10,234.28,1.940,2.79,3.63,38982,0,3873,,,11.75,N,N,12.392,0.09
856 Backlunda (A916 GQ),2.435,0.1192,14.33,125.53,72.66,2.145,2.73,3.8,41940,0,3803,,,10.66,N,N,45.449,0.13
857 Glasenappia (A916 GR),2.191,0.0882,5.30,82.89,238.86,1.998,2.38,3.24,42674,0,3744,,,11.53,N,N,14.497,0.15
858 El Djezair (A916 KF),2.81,0.1035,8.87,67.12,178.16,2.519,3.10,4.71,41728,0,3794,,,10.34,N,N,22.519,0.07
859 Bouzareah (A916 TD),3.227,0.1101,13.50,35.66,22.00,2.871,3.58,5.8,38838,0,3924,,,9.76,N,N,65.417,0.49
860 Ursina (A917 BE),2.798,0.1082,13.29,309.32,21.85,2.496,3.10,4.68,43806,0,3717,,,9.97,N,N,34.561,0.36
861 Aida (A917 BF),3.141,0.0999,8.06,114.95,192.40,2.827,3.45,5.57,42736,0,4463,,,9.74,N,N,66.85,3.70
862 Franzia (A917 BG),2.802,0.0830,13.89,300.00,120.59,2.570,3.03,4.69,43773,0,3281,,,9.83,N,N,27.033,0.85
863 Benkoela (A917 CG),3.2,0.0280,25.42,116.92,98.12,3.110,3.29,5.72,38647,0,3724,,,9.16,N,N,38.724,0.16
865 Zubaida (A917 CH),2.417,0.1952,13.35,176.89,302.21,1.945,2.89,3.76,41682,0,3497,,,11.71,N,N,17.77,1.10
866 Fatme (A917 DG),3.126,0.0524,8.66,91.04,264.30,2.962,3.29,5.53,38686,0,4285,,,9.60,N,N,78.061,0.36
867 Kovacia (A917 DH),3.073,0.1212,5.98,46.31,72.12,2.701,3.45,5.39,38681,0,3690,,,11.55,N,N,24.113,0.44
868 Lova (A917 HB),2.704,0.1464,5.84,115.76,286.82,2.308,3.10,4.45,38626,0,3969,,,10.37,N,N,50.692,0.19
869 Mellena (A917 JB),2.691,0.2193,7.84,154.87,107.09,2.101,3.28,4.41,38612,0,3732,,,11.94,N,N,21.193,0.09
870 Manto (A917 JC),2.323,0.2645,6.19,120.79,196.98,1.708,2.94,3.54,38610,0,4195,,,11.69,N,N,13.683,0.24
872 Holda (A917 KH),2.735,0.0788,7.39,194.67,19.99,2.520,2.95,4.52,44660,0,4618,,,10.19,N,N,34.431,0.32
873 Mechthild (A917 KJ),2.628,0.1486,5.28,150.00,109.73,2.237,3.02,4.26,38600,0,4158,,,11.43,N,N,34.471,0.10
874 Rotraut (A917 KK),3.155,0.0797,11.14,190.61,8.76,2.904,3.41,5.6,38596,0,4134,,,10.19,N,N,58.287,0.20
875 Nymphe (A917 KG),2.554,0.1509,14.57,196.03,117.24,2.169,2.94,4.08,38595,0,3713,,,11.26,N,N,14.107,0.26
876 Scott (A917 MB),3.012,0.1157,11.36,150.95,210.91,2.663,3.36,5.23,38513,0,4150,,,10.97,N,N,22.420,0.14
877 Walkure (A915 RV),2.487,0.1592,4.25,116.36,275.78,2.091,2.88,3.92,37224,0,4454,,,10.88,N,N,38.41,1.40
879 Ricarda (A917 OB),2.531,0.1555,13.68,269.80,96.72,2.138,2.92,4.03,38535,0,3939,,,11.02,N,N,18.312,0.62
880 Herba (A917 OC),2.998,0.3232,15.14,262.58,100.81,2.029,3.97,5.19,38537,0,3480,,,11.36,N,N,32.329,0.41
881 Athene (A917 OD),2.612,0.2057,14.19,277.01,41.55,2.075,3.15,4.22,38439,0,3393,,,11.87,N,N,12.153,0.10
882 Swetlana (A917 PB),3.123,0.2679,6.13,256.28,126.43,2.286,3.96,5.52,38449,0,3528,,,10.78,N,N,42.440,0.31
884 Priamus (A917 SU),5.2,0.1255,8.90,301.55,336.55,4.547,5.85,11.9,38390,0,3439,,,8.69,N,N,101.093,0.54
885 Ulrike (A917 SV),3.097,0.1837,3.31,148.89,204.04,2.528,3.67,5.45,42524,0,4539,,,10.71,N,N,30.537,0.76
886 Washingtonia (A917 WA),3.167,0.2712,16.87,58.84,302.34,2.308,4.03,5.64,41006,0,4742,,,9.33,N,N,86.793,0.86
888 Parysatis (A918 CE),2.708,0.1952,13.85,123.93,298.04,2.179,3.24,4.46,42520,0,3725,,,9.44,N,N,44.749,0.37
889 Erynia (A918 EN),2.446,0.2037,8.11,132.52,278.54,1.948,2.94,3.83,38174,0,3596,,,11.10,N,N,16.682,0.15
890 Waltraut (A918 EO),3.022,0.0595,10.88,160.53,87.40,2.842,3.20,5.25,38307,0,4052,,,10.57,N,N,28.376,0.16
891 Gunhild (A918 KB),2.859,0.0264,13.55,105.81,294.48,2.784,2.93,4.84,38238,0,3753,,,10.02,N,N,55.747,0.32
892 Seeligeria (A918 KC),3.227,0.1049,21.33,175.89,285.95,2.888,3.57,5.8,38060,0,3829,,,9.75,N,N,74.481,0.21
893 Leopoldina (A918 KD),3.052,0.1463,17.04,144.92,222.67,2.605,3.50,5.33,38226,0,4341,,,9.69,N,N,85.992,0.58
894 Erda (A918 LA),3.117,0.1102,12.74,190.59,116.84,2.774,3.46,5.5,42124,0,4087,,,9.71,N,N,28.309,1.54
895 Helio (A918 NA),3.206,0.1440,26.05,264.61,177.19,2.745,3.67,5.74,42572,0,4039,,,8.38,N,N,109.568,1.99
896 Sphinx (A918 PE),2.286,0.1639,8.19,254.08,2.23,1.911,2.66,3.46,38160,0,4161,,,11.69,N,N,11.974,0.07
897 Lysistrata (A918 PF),2.542,0.0938,14.33,257.95,23.94,2.304,2.78,4.05,38162,0,3550,,,10.34,N,N,24.337,0.28
898 Hildegard (A918 PG),2.729,0.3719,10.09,241.48,49.93,1.714,3.74,4.51,38160,0,3706,,,11.64,N,N,11.693,0.15
899 Jokaste (A918 PH),2.907,0.2022,12.47,252.38,127.39,2.319,3.49,4.96,38130,0,3438,,,10.14,N,N,31.018,0.24
900 Rosalinde (A918 PJ),2.473,0.1624,11.56,182.24,122.05,2.072,2.88,3.89,37981,0,3622,,,11.61,N,N,19.618,0.06
901 Brunsia (A918 QA),2.224,0.2207,3.45,265.05,68.33,1.734,2.72,3.32,42816,0,4069,,,11.63,N,N,13.210,0.14
903 Nealley (A918 RH),3.236,0.0463,11.78,159.38,234.14,3.086,3.39,5.82,38041,0,4083,,,10.13,N,N,58.065,0.37
904 Rockefellia (A918 UC),2.993,0.0849,15.18,197.79,253.88,2.739,3.25,5.18,39897,0,4264,,,10.42,N,N,49.146,0.76
905 Universitas (A918 UE),2.216,0.1530,5.32,37.12,343.35,1.877,2.56,3.3,37898,0,4010,,,11.60,N,N,12.070,0.42
906 Repsolda (A918 UF),2.893,0.0856,11.78,40.07,293.37,2.645,3.14,4.92,39005,0,3806,,,9.45,N,N,65.752,0.21
907 Rhoda (A918 VA),2.8,0.1636,19.53,42.92,88.50,2.342,3.26,4.68,44562,0,3536,,,9.75,N,N,82.660,0.34
908 Buda (A918 WD),2.473,0.1475,13.41,85.52,23.20,2.109,2.84,3.89,38007,0,3760,,,10.79,N,N,30.749,0.49
909 Ulla (A919 CA),3.545,0.0919,18.79,146.36,232.05,3.220,3.87,6.68,37929,0,4100,,,8.78,N,N,116.44,2.40
910 Anneliese (A919 EC),2.923,0.1561,9.22,49.79,207.83,2.467,3.38,5,37952,0,4509,,,10.53,N,N,48.590,0.22
911 Agamemnon (A919 FB),5.282,0.0676,21.76,338.01,81.49,4.925,5.64,12.1,37931,0,3603,,,7.99,N,N,131.038,1.20
912 Maritima (A919 HC),3.128,0.1790,18.31,33.43,91.35,2.568,3.69,5.53,33852,0,3488,,,9.29,N,N,82.675,0.31
913 Otila (A919 KD),2.198,0.1704,5.80,94.92,188.51,1.823,2.57,3.26,41551,0,4074,,,12.02,N,N,11.636,0.24
914 Palisana (A919 NC),2.458,0.2143,25.21,255.77,49.12,1.931,2.98,3.85,33168,0,3335,,,9.13,N,N,76.190,0.49
915 Cosette (A918 XB),2.228,0.1392,5.55,9.27,39.62,1.918,2.54,3.33,38029,0,3644,,,11.65,N,N,11.699,0.07
916 America (A915 PE),2.365,0.2366,11.09,329.75,41.65,1.806,2.92,3.64,36156,0,3604,,,11.47,N,N,33.23,1.30
917 Lyka (A915 RR),2.381,0.2009,5.13,343.38,359.74,1.902,2.86,3.67,37673,0,3910,,,11.66,N,N,34.878,0.18
918 Itha (A919 QD),2.864,0.1891,12.07,330.44,15.24,2.322,3.41,4.85,37777,0,3788,,,10.64,N,N,21.561,0.11
919 Ilsebill (A918 UD),2.772,0.0842,8.17,229.80,156.40,2.539,3.01,4.62,37911,0,4004,,,11.47,N,N,33.500,0.07
920 Rogeria (A919 RC),2.622,0.1048,11.60,192.62,270.30,2.347,2.90,4.25,37768,0,3888,,,11.26,N,N,26.656,0.17
921 Jovita (A919 RD),3.166,0.1859,16.36,204.80,70.23,2.577,3.75,5.63,37762,0,4327,,,10.00,N,N,55.312,0.20
922 Schlutia (A919 SJ),2.689,0.1933,7.30,205.11,126.60,2.169,3.21,4.41,42469,0,3396,,,12.17,N,N,19.228,0.22
923 Herluga (A919 SK),2.616,0.1945,14.47,197.45,201.46,2.107,3.13,4.23,37738,0,3337,,,11.56,N,N,34.553,0.27
924 Toni (A919 UF),2.94,0.1533,8.99,150.19,220.29,2.490,3.39,5.04,42740,0,4270,,,9.49,N,N,85.49,2.50
925 Alphonsina (A920 AA),2.7,0.0810,21.10,299.52,201.64,2.482,2.92,4.44,44149,0,3800,,,8.44,N,N,57.505,0.44
926 Imhilde (A920 CB),2.982,0.1823,16.32,48.96,173.49,2.438,3.53,5.15,37598,0,3828,,,10.53,N,N,48.48,1.10
927 Ratisbona (A920 DB),3.216,0.0928,14.64,7.38,172.89,2.917,3.51,5.77,37599,0,3749,,,9.28,N,N,75.892,0.19
928 Hildrun (A920 DC),3.136,0.1469,17.64,129.83,21.83,2.676,3.60,5.55,37549,0,3777,,,9.97,N,N,62.817,0.29
929 Algunde (A920 ED),2.238,0.1142,3.92,231.30,23.08,1.983,2.49,3.35,37576,0,4162,,,11.71,N,N,11.443,0.19
930 Westphalia (A920 EE),2.432,0.1428,15.34,340.93,330.23,2.085,2.78,3.79,37568,0,4069,,,11.21,N,N,34.922,0.15
931 Whittemora (A920 FB),3.17,0.2335,11.48,110.97,315.44,2.430,3.91,5.64,43215,0,3449,,,9.31,N,N,45.298,0.73
932 Hooveria (A920 FC),2.419,0.0914,8.11,14.95,49.94,2.198,2.64,3.76,37467,0,3829,,,10.09,N,N,58.978,0.80
933 Susi (1927 CH),2.367,0.1667,5.54,141.42,12.94,1.973,2.76,3.64,34910,0,3781,,,12.59,N,N,21.82,1.40
934 Thuringia (A920 PA),2.75,0.2159,14.08,325.38,64.38,2.156,3.34,4.56,37400,0,3318,,,10.10,N,N,53.714,0.36
936 Kunigunde (A920 RB),3.134,0.1752,2.37,62.15,253.68,2.585,3.68,5.55,37395,0,4479,,,10.48,N,N,43.227,1.03
937 Bethgea (A920 RD),2.232,0.2170,3.70,243.53,72.54,1.748,2.72,3.33,39014,0,4375,,,11.81,N,N,11.383,0.24
938 Chlosinde (A920 RC),3.148,0.1951,2.67,119.05,225.19,2.534,3.76,5.59,37392,0,4337,,,11.37,N,N,33.466,0.16
939 Isberga (A920 TD),2.247,0.1767,2.58,327.05,6.14,1.850,2.64,3.37,37369,0,4747,,,12.02,N,N,10.390,0.18
940 Kordula (A920 TE),3.369,0.1699,6.24,66.29,283.90,2.797,3.94,6.18,37362,0,3849,,,9.32,N,N,79.852,0.50
941 Murray (A920 TF),2.784,0.1968,6.63,52.26,334.55,2.236,3.33,4.65,37358,0,3722,,,11.49,N,N,18.217,0.07
942 Romilda (A920 TG),3.162,0.1658,10.54,71.17,319.61,2.638,3.69,5.62,37362,0,3396,,,11.07,N,N,36.772,0.20
943 Begonia (A920 UA),3.116,0.2138,12.11,113.75,3.90,2.450,3.78,5.5,37213,0,3767,,,9.80,N,N,70.572,2.45
944 Hidalgo (A920 UB),5.729,0.6615,42.58,21.44,56.50,1.939,9.52,13.7,37096,0,2011,,,10.56,N,N,38.,
945 Barcelona (A921 CB),2.638,0.1605,32.84,318.24,162.48,2.214,3.06,4.28,37226,0,3046,,,10.03,N,N,25.618,0.95
946 Poesia (A921 CD),3.115,0.1434,1.43,69.65,37.54,2.668,3.56,5.5,37173,0,4197,,,10.65,N,N,36.210,0.15
947 Monterosa (A921 CC),2.753,0.2476,6.70,48.26,339.30,2.072,3.44,4.57,42404,0,3965,,,9.97,N,N,26.060,0.19
948 Jucunda (A921 EL),3.031,0.1632,8.65,357.08,162.97,2.536,3.53,5.28,37122,0,4778,,,11.50,N,N,17.331,0.19
